State,Year,Quarter,Pincode,No_of_Regusers
rajasthan,2022,1,334001,231262
rajasthan,2022,1,313001,228203
rajasthan,2022,1,302015,213355
rajasthan,2022,1,302017,210495
rajasthan,2022,2,302012,399537
rajasthan,2022,2,311001,291700
rajasthan,2022,2,302029,286572
rajasthan,2022,2,302020,259218
rajasthan,2022,2,301001,244138
rajasthan,2022,2,334001,243611
rajasthan,2022,2,302001,243317
rajasthan,2022,2,313001,240292
rajasthan,2022,2,302015,224395
rajasthan,2022,2,302017,221344
rajasthan,2022,3,302012,420931
rajasthan,2022,3,311001,307471
rajasthan,2022,3,302029,301977
rajasthan,2022,3,302020,272359
rajasthan,2022,3,301001,257331
rajasthan,2022,3,334001,256340
rajasthan,2022,3,302001,255437
rajasthan,2022,3,313001,252805
rajasthan,2022,3,302015,235747
rajasthan,2022,3,302017,232516
rajasthan,2022,4,302012,442071
rajasthan,2022,4,311001,323050
rajasthan,2022,4,302029,317257
rajasthan,2022,4,302020,285618
rajasthan,2022,4,301001,270375
rajasthan,2022,4,334001,268334
rajasthan,2022,4,302001,267759
rajasthan,2022,4,313001,265014
rajasthan,2022,4,302015,247217
rajasthan,2022,4,302017,243904
sikkim,2018,1,737101,3490
sikkim,2018,1,737102,2643
sikkim,2018,1,737132,2313
sikkim,2018,1,737135,1769
sikkim,2018,1,737134,1743
sikkim,2018,1,737126,1175
sikkim,2018,1,737113,1019
sikkim,2018,1,737120,994
sikkim,2018,1,737136,931
sikkim,2018,1,737103,856
sikkim,2018,2,737101,4767
sikkim,2018,2,737102,3632
sikkim,2018,2,737132,3280
sikkim,2018,2,737134,2541
sikkim,2018,2,737135,2447
sikkim,2018,2,737126,1652
sikkim,2018,2,737120,1495
sikkim,2018,2,737113,1414
sikkim,2018,2,737136,1257
sikkim,2018,2,737103,1181
sikkim,2018,3,737101,6302
sikkim,2018,3,737102,4818
sikkim,2018,3,737132,4053
sikkim,2018,3,737134,3387
sikkim,2018,3,737135,3199
sikkim,2018,3,737126,2325
sikkim,2018,3,737120,2052
sikkim,2018,3,737113,1970
sikkim,2018,3,737103,1626
sikkim,2018,3,737136,1612
sikkim,2018,4,737101,8184
sikkim,2018,4,737102,6096
sikkim,2018,4,737132,4951
sikkim,2018,4,737134,4401
sikkim,2018,4,737135,4040
sikkim,2018,4,737126,3058
sikkim,2018,4,737120,2748
sikkim,2018,4,737113,2604
sikkim,2018,4,737103,2161
sikkim,2018,4,737136,1980
sikkim,2019,1,737101,9811
sikkim,2019,1,737102,7390
sikkim,2019,1,737132,5823
sikkim,2019,1,737134,5484
sikkim,2019,1,737135,4863
sikkim,2019,1,737126,3693
sikkim,2019,1,737120,3393
sikkim,2019,1,737113,3139
sikkim,2019,1,737103,2669
sikkim,2019,1,737136,2338
sikkim,2019,2,737101,11751
sikkim,2019,2,737102,8730
sikkim,2019,2,737132,6732
sikkim,2019,2,737134,6641
sikkim,2019,2,737135,5696
sikkim,2019,2,737126,4655
sikkim,2019,2,737120,3941
sikkim,2019,2,737113,3858
sikkim,2019,2,737103,3239
sikkim,2019,2,737121,2827
sikkim,2019,3,737101,13584
sikkim,2019,3,737102,9884
sikkim,2019,3,737134,7809
sikkim,2019,3,737132,7615
sikkim,2019,3,737135,6481
sikkim,2019,3,737126,5557
sikkim,2019,3,737113,4526
sikkim,2019,3,737120,4413
sikkim,2019,3,737103,3643
sikkim,2019,3,737121,3356
sikkim,2019,4,737101,15223
sikkim,2019,4,737102,11002
sikkim,2019,4,737134,8964
sikkim,2019,4,737132,8456
sikkim,2019,4,737135,7240
sikkim,2019,4,737126,6464
sikkim,2019,4,737113,5181
sikkim,2019,4,737120,4869
sikkim,2019,4,737103,3999
sikkim,2019,4,737121,3995
sikkim,2020,1,737101,17139
sikkim,2020,1,737102,12201
sikkim,2020,1,737134,10222
sikkim,2020,1,737132,9292
sikkim,2020,1,737135,8051
sikkim,2020,1,737126,7462
sikkim,2020,1,737113,5869
sikkim,2020,1,737120,5305
sikkim,2020,1,737121,4720
sikkim,2020,1,737103,4434
sikkim,2020,2,737101,19227
sikkim,2020,2,737102,13610
sikkim,2020,2,737134,11915
sikkim,2020,2,737132,10447
sikkim,2020,2,737135,9160
sikkim,2020,2,737126,8958
sikkim,2020,2,737113,6822
sikkim,2020,2,737120,5833
sikkim,2020,2,737121,5749
sikkim,2020,2,737103,4938
sikkim,2020,3,737101,21525
sikkim,2020,3,737102,15094
sikkim,2020,3,737134,13624
sikkim,2020,3,737132,11586
sikkim,2020,3,737135,10222
sikkim,2020,3,737126,10158
sikkim,2020,3,737113,7782
sikkim,2020,3,737121,6733
sikkim,2020,3,737120,6342
sikkim,2020,3,737103,5456
sikkim,2020,4,737101,23744
sikkim,2020,4,737102,16577
sikkim,2020,4,737134,15077
sikkim,2020,4,737132,12638
sikkim,2020,4,737126,11350
sikkim,2020,4,737135,11169
sikkim,2020,4,737113,8583
sikkim,2020,4,737121,7474
sikkim,2020,4,737120,6926
sikkim,2020,4,737103,5977
sikkim,2021,1,737101,25663
sikkim,2021,1,737102,17843
sikkim,2021,1,737134,16236
sikkim,2021,1,737132,13649
sikkim,2021,1,737126,12273
sikkim,2021,1,737135,12017
sikkim,2021,1,737113,9258
sikkim,2021,1,737121,8095
sikkim,2021,1,737120,7423
sikkim,2021,1,737103,6443
sikkim,2021,2,737101,27441
sikkim,2021,2,737102,19098
sikkim,2021,2,737134,17409
sikkim,2021,2,737132,14618
sikkim,2021,2,737126,13159
sikkim,2021,2,737135,12879
sikkim,2021,2,737113,9970
sikkim,2021,2,737121,8689
sikkim,2021,2,737120,7948
sikkim,2021,2,737103,6915
sikkim,2021,3,737101,29396
sikkim,2021,3,737102,20468
sikkim,2021,3,737134,18740
sikkim,2021,3,737132,15682
sikkim,2021,3,737126,14145
sikkim,2021,3,737135,13811
sikkim,2021,3,737113,10760
sikkim,2021,3,737121,9361
sikkim,2021,3,737120,8604
sikkim,2021,3,737103,7436
sikkim,2021,4,737101,31343
sikkim,2021,4,737102,21810
sikkim,2021,4,737134,20001
sikkim,2021,4,737132,16715
sikkim,2021,4,737126,15175
sikkim,2021,4,737135,14764
sikkim,2021,4,737113,11524
sikkim,2021,4,737121,10012
sikkim,2021,4,737120,9245
sikkim,2021,4,737103,7965
sikkim,2022,1,737101,33157
sikkim,2022,1,737102,23098
sikkim,2022,1,737134,21281
sikkim,2022,1,737132,17728
sikkim,2022,1,737126,16079
sikkim,2022,1,737135,15654
sikkim,2022,1,737113,12301
sikkim,2022,1,737121,10688
sikkim,2022,1,737120,9820
sikkim,2022,1,737103,8440
sikkim,2022,2,737101,34848
sikkim,2022,2,737102,24299
sikkim,2022,2,737134,22433
sikkim,2022,2,737132,18657
sikkim,2022,2,737126,16979
sikkim,2022,2,737135,16506
sikkim,2022,2,737113,13025
sikkim,2022,2,737121,11289
sikkim,2022,2,737120,10381
sikkim,2022,2,737103,8885
sikkim,2022,3,737101,36580
sikkim,2022,3,737102,25512
sikkim,2022,3,737134,23630
sikkim,2022,3,737132,19633
sikkim,2022,3,737126,17775
sikkim,2022,3,737135,17399
sikkim,2022,3,737113,13634
sikkim,2022,3,737121,11780
sikkim,2022,3,737120,10901
sikkim,2022,3,737103,9349
sikkim,2022,4,737101,38348
sikkim,2022,4,737102,26669
sikkim,2022,4,737134,24659
sikkim,2022,4,737132,20507
sikkim,2022,4,737126,18512
sikkim,2022,4,737135,18170
sikkim,2022,4,737113,14122
sikkim,2022,4,737121,12204
sikkim,2022,4,737120,11369
sikkim,2022,4,737103,9731
tamil-nadu,2018,1,600100,19254
tamil-nadu,2018,1,602105,17170
tamil-nadu,2018,1,641602,17139
tamil-nadu,2018,1,635109,16386
tamil-nadu,2018,1,600042,16188
tamil-nadu,2018,1,600003,16113
tamil-nadu,2018,1,600119,15020
tamil-nadu,2018,1,600056,14894
tamil-nadu,2018,1,600053,13947
tamil-nadu,2018,1,600097,13934
tamil-nadu,2018,2,600100,26004
tamil-nadu,2018,2,641602,24485
tamil-nadu,2018,2,602105,23885
tamil-nadu,2018,2,635109,23421
tamil-nadu,2018,2,600042,21630
tamil-nadu,2018,2,600003,21275
tamil-nadu,2018,2,600056,20493
tamil-nadu,2018,2,600119,19870
tamil-nadu,2018,2,635126,19632
tamil-nadu,2018,2,600053,19366
tamil-nadu,2018,3,600100,32407
tamil-nadu,2018,3,641602,32062
tamil-nadu,2018,3,602105,30685
tamil-nadu,2018,3,635109,30342
tamil-nadu,2018,3,600042,27281
tamil-nadu,2018,3,600056,25710
tamil-nadu,2018,3,635126,25446
tamil-nadu,2018,3,600119,25310
tamil-nadu,2018,3,600003,25211
tamil-nadu,2018,3,600053,24350
tamil-nadu,2018,4,600100,42866
tamil-nadu,2018,4,641602,41636
tamil-nadu,2018,4,602105,40337
tamil-nadu,2018,4,635109,39553
tamil-nadu,2018,4,600042,35139
tamil-nadu,2018,4,600056,34394
tamil-nadu,2018,4,635126,33327
tamil-nadu,2018,4,600119,32763
tamil-nadu,2018,4,600053,32652
tamil-nadu,2018,4,600003,31780
tamil-nadu,2019,1,600100,51245
tamil-nadu,2019,1,641602,49716
tamil-nadu,2019,1,602105,48656
tamil-nadu,2019,1,635109,48062
tamil-nadu,2019,1,600042,41510
tamil-nadu,2019,1,600056,41450
tamil-nadu,2019,1,635126,40399
tamil-nadu,2019,1,600053,39199
tamil-nadu,2019,1,600119,38537
tamil-nadu,2019,1,600003,38221
tamil-nadu,2019,2,600100,59144
tamil-nadu,2019,2,641602,58046
tamil-nadu,2019,2,635109,56022
tamil-nadu,2019,2,602105,55771
tamil-nadu,2019,2,600003,51153
tamil-nadu,2019,2,600056,48134
tamil-nadu,2019,2,635126,47157
tamil-nadu,2019,2,600042,47069
tamil-nadu,2019,2,600053,45586
tamil-nadu,2019,2,600116,43913
tamil-nadu,2019,3,641602,66075
tamil-nadu,2019,3,600100,65467
tamil-nadu,2019,3,635109,63628
tamil-nadu,2019,3,602105,62631
tamil-nadu,2019,3,600003,60506
tamil-nadu,2019,3,600056,54402
tamil-nadu,2019,3,635126,53597
tamil-nadu,2019,3,600042,51880
tamil-nadu,2019,3,600053,50908
tamil-nadu,2019,3,600116,49401
tamil-nadu,2019,4,641602,75544
tamil-nadu,2019,4,600100,72286
tamil-nadu,2019,4,635109,72159
tamil-nadu,2019,4,602105,70089
tamil-nadu,2019,4,600003,67897
tamil-nadu,2019,4,600056,60936
tamil-nadu,2019,4,635126,60812
tamil-nadu,2019,4,600042,56848
tamil-nadu,2019,4,600053,56622
tamil-nadu,2019,4,600116,55253
tamil-nadu,2020,1,641602,85509
tamil-nadu,2020,1,635109,80309
tamil-nadu,2020,1,600100,78806
tamil-nadu,2020,1,602105,77276
tamil-nadu,2020,1,600003,74485
tamil-nadu,2020,1,635126,67464
tamil-nadu,2020,1,600056,67263
tamil-nadu,2020,1,600053,62400
tamil-nadu,2020,1,600042,61417
tamil-nadu,2020,1,600116,60816
tamil-nadu,2020,2,641602,95158
tamil-nadu,2020,2,635109,87458
tamil-nadu,2020,2,600100,83667
tamil-nadu,2020,2,602105,82779
tamil-nadu,2020,2,600003,77789
tamil-nadu,2020,2,635126,73063
tamil-nadu,2020,2,600056,72281
tamil-nadu,2020,2,600053,67058
tamil-nadu,2020,2,600116,65439
tamil-nadu,2020,2,600042,64796
tamil-nadu,2020,3,641602,107812
tamil-nadu,2020,3,635109,97699
tamil-nadu,2020,3,602105,90254
tamil-nadu,2020,3,600100,90250
tamil-nadu,2020,3,600003,81870
tamil-nadu,2020,3,635126,80964
tamil-nadu,2020,3,600056,78968
tamil-nadu,2020,3,600053,73528
tamil-nadu,2020,3,600116,71557
tamil-nadu,2020,3,600042,69297
tamil-nadu,2020,4,641602,121857
tamil-nadu,2020,4,635109,110280
tamil-nadu,2020,4,602105,100634
tamil-nadu,2020,4,600100,98526
tamil-nadu,2020,4,635126,90075
tamil-nadu,2020,4,600003,87638
tamil-nadu,2020,4,600056,87572
tamil-nadu,2020,4,600053,81716
tamil-nadu,2020,4,600116,79368
tamil-nadu,2020,4,600042,75433
tamil-nadu,2021,1,641602,132560
tamil-nadu,2021,1,635109,119256
tamil-nadu,2021,1,602105,109002
tamil-nadu,2021,1,600100,105601
tamil-nadu,2021,1,635126,97362
tamil-nadu,2021,1,600056,94311
tamil-nadu,2021,1,600003,93539
tamil-nadu,2021,1,600053,88146
tamil-nadu,2021,1,600116,85493
tamil-nadu,2021,1,600042,80853
tamil-nadu,2021,2,641602,141899
tamil-nadu,2021,2,635109,127444
tamil-nadu,2021,2,602105,116613
tamil-nadu,2021,2,600100,112485
tamil-nadu,2021,2,635126,103999
tamil-nadu,2021,2,600056,100579
tamil-nadu,2021,2,600003,99585
tamil-nadu,2021,2,600053,94042
tamil-nadu,2021,2,600116,91189
tamil-nadu,2021,2,600042,86035
tamil-nadu,2021,3,641602,152392
tamil-nadu,2021,3,635109,136599
tamil-nadu,2021,3,602105,125331
tamil-nadu,2021,3,600100,120046
tamil-nadu,2021,3,635126,111400
tamil-nadu,2021,3,600056,107501
tamil-nadu,2021,3,600003,106261
tamil-nadu,2021,3,600053,100637
tamil-nadu,2021,3,600116,97574
tamil-nadu,2021,3,600042,91756
tamil-nadu,2021,4,641602,162911
tamil-nadu,2021,4,635109,145634
tamil-nadu,2021,4,602105,133972
tamil-nadu,2021,4,600100,127705
tamil-nadu,2021,4,635126,118854
tamil-nadu,2021,4,600056,114499
tamil-nadu,2021,4,600003,113049
tamil-nadu,2021,4,600053,107237
tamil-nadu,2021,4,600116,103946
tamil-nadu,2021,4,600042,97578
tamil-nadu,2022,1,641602,172812
tamil-nadu,2022,1,635109,154260
tamil-nadu,2022,1,602105,142269
tamil-nadu,2022,1,600100,134860
tamil-nadu,2022,1,635126,125806
tamil-nadu,2022,1,600056,121108
tamil-nadu,2022,1,600003,119226
tamil-nadu,2022,1,600053,113418
tamil-nadu,2022,1,600116,109830
tamil-nadu,2022,1,600042,102844
tamil-nadu,2022,2,641602,182250
tamil-nadu,2022,2,635109,162465
tamil-nadu,2022,2,602105,150085
tamil-nadu,2022,2,600100,141741
tamil-nadu,2022,2,635126,132473
tamil-nadu,2022,2,600056,127333
tamil-nadu,2022,2,600003,125101
tamil-nadu,2022,2,600053,119247
tamil-nadu,2022,2,600116,115418
tamil-nadu,2022,2,600042,107903
tamil-nadu,2022,3,641602,192242
tamil-nadu,2022,3,635109,170986
tamil-nadu,2022,3,602105,158440
tamil-nadu,2022,3,600100,148795
tamil-nadu,2022,3,635126,139569
tamil-nadu,2022,3,600056,133858
tamil-nadu,2022,3,600003,131177
tamil-nadu,2022,3,600053,125379
tamil-nadu,2022,3,600116,121335
tamil-nadu,2022,3,600042,113181
tamil-nadu,2022,4,641602,202276
tamil-nadu,2022,4,635109,179344
tamil-nadu,2022,4,602105,166520
tamil-nadu,2022,4,600100,155909
tamil-nadu,2022,4,635126,146590
tamil-nadu,2022,4,600056,140407
tamil-nadu,2022,4,600003,137459
tamil-nadu,2022,4,600053,131493
tamil-nadu,2022,4,600116,127254
tamil-nadu,2022,4,600042,118508
telangana,2018,1,500072,105012
telangana,2018,1,505001,55361
telangana,2018,1,500018,50431
telangana,2018,1,500081,45422
telangana,2018,1,500039,44050
telangana,2018,1,500016,44047
telangana,2018,1,500032,43828
telangana,2018,1,500055,41831
telangana,2018,1,502032,41008
telangana,2018,1,500037,39329
telangana,2018,2,500072,129543
telangana,2018,2,505001,69318
telangana,2018,2,500018,63870
telangana,2018,2,500081,56358
telangana,2018,2,500039,55613
telangana,2018,2,500016,55227
telangana,2018,2,500032,54696
telangana,2018,2,500055,53532
telangana,2018,2,502032,50926
telangana,2018,2,500037,49738
telangana,2018,3,500072,152034
telangana,2018,3,505001,80561
telangana,2018,3,500018,77041
telangana,2018,3,500081,67378
telangana,2018,3,500016,66636
telangana,2018,3,500032,66180
telangana,2018,3,500039,65591
telangana,2018,3,500055,64310
telangana,2018,3,500008,59887
telangana,2018,3,500037,59560
telangana,2018,4,500072,188465
telangana,2018,4,500018,99797
telangana,2018,4,505001,98937
telangana,2018,4,500016,83751
telangana,2018,4,500081,83424
telangana,2018,4,500055,82804
telangana,2018,4,500039,82675
telangana,2018,4,500032,82107
telangana,2018,4,500008,77897
telangana,2018,4,500037,77674
telangana,2019,1,500072,221180
telangana,2019,1,500018,122206
telangana,2019,1,505001,117965
telangana,2019,1,500055,101115
telangana,2019,1,500039,99557
telangana,2019,1,500016,98286
telangana,2019,1,500081,96365
telangana,2019,1,500008,95864
telangana,2019,1,500032,95389
telangana,2019,1,500037,94815
telangana,2019,2,500072,242007
telangana,2019,2,500018,136968
telangana,2019,2,505001,132856
telangana,2019,2,500055,113344
telangana,2019,2,500039,110276
telangana,2019,2,500008,109098
telangana,2019,2,500016,107543
telangana,2019,2,500037,105786
telangana,2019,2,500081,104692
telangana,2019,2,500032,104250
telangana,2019,3,500072,261019
telangana,2019,3,500018,151140
telangana,2019,3,505001,147716
telangana,2019,3,500055,125011
telangana,2019,3,500008,122840
telangana,2019,3,500039,120841
telangana,2019,3,500037,116709
telangana,2019,3,500016,116204
telangana,2019,3,500032,112642
telangana,2019,3,500081,112128
telangana,2019,4,500072,279498
telangana,2019,4,500018,165518
telangana,2019,4,505001,163234
telangana,2019,4,500055,137330
telangana,2019,4,500008,136530
telangana,2019,4,500039,131225
telangana,2019,4,500037,127455
telangana,2019,4,500016,124539
telangana,2019,4,500032,120627
telangana,2019,4,502032,119900
telangana,2020,1,500072,296003
telangana,2020,1,500018,179037
telangana,2020,1,505001,177789
telangana,2020,1,500008,150197
telangana,2020,1,500055,148821
telangana,2020,1,500039,140426
telangana,2020,1,500037,137674
telangana,2020,1,500016,131969
telangana,2020,1,502032,128750
telangana,2020,1,500032,127812
telangana,2020,2,500072,309469
telangana,2020,2,505001,191796
telangana,2020,2,500018,190988
telangana,2020,2,500008,161851
telangana,2020,2,500055,158980
telangana,2020,2,500039,148574
telangana,2020,2,500037,147485
telangana,2020,2,502032,137595
telangana,2020,2,500016,137551
telangana,2020,2,506002,135673
telangana,2020,3,500072,328018
telangana,2020,3,505001,207595
telangana,2020,3,500018,206235
telangana,2020,3,500008,177153
telangana,2020,3,500055,171640
telangana,2020,3,500039,159071
telangana,2020,3,500037,158992
telangana,2020,3,502032,148439
telangana,2020,3,506002,146501
telangana,2020,3,500016,145433
telangana,2020,4,500072,350832
telangana,2020,4,505001,224585
telangana,2020,4,500018,223960
telangana,2020,4,500008,196413
telangana,2020,4,500055,185974
telangana,2020,4,500037,172249
telangana,2020,4,500039,170938
telangana,2020,4,502032,160918
telangana,2020,4,506002,158383
telangana,2020,4,500013,157587
telangana,2021,1,500072,375272
telangana,2021,1,505001,240644
telangana,2021,1,500018,240435
telangana,2021,1,500008,211989
telangana,2021,1,500055,200132
telangana,2021,1,500037,185174
telangana,2021,1,500039,183186
telangana,2021,1,502032,172567
telangana,2021,1,506002,169755
telangana,2021,1,500013,169256
telangana,2021,2,500072,398987
telangana,2021,2,505001,256261
telangana,2021,2,500018,255966
telangana,2021,2,500008,225800
telangana,2021,2,500055,213471
telangana,2021,2,500037,197484
telangana,2021,2,500039,195017
telangana,2021,2,502032,183754
telangana,2021,2,506002,180657
telangana,2021,2,500013,180244
telangana,2021,3,500072,425197
telangana,2021,3,505001,273576
telangana,2021,3,500018,273534
telangana,2021,3,500008,241011
telangana,2021,3,500055,228448
telangana,2021,3,500037,211348
telangana,2021,3,500039,208214
telangana,2021,3,502032,196266
telangana,2021,3,506002,193005
telangana,2021,3,500013,192437
telangana,2021,4,500072,451595
telangana,2021,4,500018,290965
telangana,2021,4,505001,290945
telangana,2021,4,500008,256260
telangana,2021,4,500055,243565
telangana,2021,4,500037,225355
telangana,2021,4,500039,221494
telangana,2021,4,502032,208820
telangana,2021,4,506002,205418
telangana,2021,4,500013,204597
telangana,2022,1,500072,476073
telangana,2022,1,505001,307339
telangana,2022,1,500018,307198
telangana,2022,1,500008,270516
telangana,2022,1,500055,257896
telangana,2022,1,500037,238487
telangana,2022,1,500039,233903
telangana,2022,1,502032,220570
telangana,2022,1,506002,217091
telangana,2022,1,500013,215918
telangana,2022,2,500072,499269
telangana,2022,2,505001,322881
telangana,2022,2,500018,322687
telangana,2022,2,500008,283921
telangana,2022,2,500055,271404
telangana,2022,2,500037,251090
telangana,2022,2,500039,245702
telangana,2022,2,502032,231698
telangana,2022,2,506002,228268
telangana,2022,2,500013,226654
telangana,2022,3,500072,523196
telangana,2022,3,505001,339255
telangana,2022,3,500018,338708
telangana,2022,3,500008,297749
telangana,2022,3,500055,285477
telangana,2022,3,500037,264160
telangana,2022,3,500039,257830
telangana,2022,3,502032,243213
telangana,2022,3,506002,239974
telangana,2022,3,500013,237793
telangana,2022,4,500072,547282
telangana,2022,4,505001,355528
telangana,2022,4,500018,354983
telangana,2022,4,500008,311735
telangana,2022,4,500055,299618
telangana,2022,4,500037,277467
telangana,2022,4,500039,270128
telangana,2022,4,502032,254815
telangana,2022,4,506002,251886
telangana,2022,4,500013,249027
tripura,2018,1,799001,5309
tripura,2018,1,799003,3658
tripura,2018,1,799006,2495
tripura,2018,1,799007,2179
tripura,2018,1,799002,2177
tripura,2018,1,799004,1852
tripura,2018,1,799114,1733
tripura,2018,1,799102,1720
tripura,2018,1,799155,1491
tripura,2018,1,799205,1320
tripura,2018,2,799001,7739
tripura,2018,2,799003,5560
tripura,2018,2,799006,3607
tripura,2018,2,799002,3184
tripura,2018,2,799007,3184
tripura,2018,2,799004,2819
tripura,2018,2,799114,2609
tripura,2018,2,799102,2582
tripura,2018,2,799155,2382
tripura,2018,2,799205,2016
tripura,2018,3,799001,10116
tripura,2018,3,799003,7364
tripura,2018,3,799006,4766
tripura,2018,3,799002,4214
tripura,2018,3,799007,4058
tripura,2018,3,799155,3959
tripura,2018,3,799004,3792
tripura,2018,3,799102,3730
tripura,2018,3,799114,3713
tripura,2018,3,799205,2889
tripura,2018,4,799001,12625
tripura,2018,4,799003,9212
tripura,2018,4,799006,6036
tripura,2018,4,799002,5315
tripura,2018,4,799155,5088
tripura,2018,4,799007,5022
tripura,2018,4,799102,4865
tripura,2018,4,799114,4862
tripura,2018,4,799004,4839
tripura,2018,4,799205,3760
tripura,2019,1,799001,14805
tripura,2019,1,799003,10956
tripura,2019,1,799006,7047
tripura,2019,1,799002,6123
tripura,2019,1,799155,5854
tripura,2019,1,799114,5790
tripura,2019,1,799102,5778
tripura,2019,1,799007,5767
tripura,2019,1,799004,5621
tripura,2019,1,799205,4515
tripura,2019,2,799001,16798
tripura,2019,2,799003,13483
tripura,2019,2,799006,8140
tripura,2019,2,799002,7125
tripura,2019,2,799102,6905
tripura,2019,2,799114,6796
tripura,2019,2,799155,6631
tripura,2019,2,799004,6606
tripura,2019,2,799007,6544
tripura,2019,2,799205,5381
tripura,2019,3,799001,18755
tripura,2019,3,799003,15422
tripura,2019,3,799006,9187
tripura,2019,3,799002,8029
tripura,2019,3,799102,7680
tripura,2019,3,799114,7570
tripura,2019,3,799004,7391
tripura,2019,3,799007,7245
tripura,2019,3,799155,7186
tripura,2019,3,799205,6016
tripura,2019,4,799001,20197
tripura,2019,4,799003,16676
tripura,2019,4,799006,9937
tripura,2019,4,799002,8739
tripura,2019,4,799102,8512
tripura,2019,4,799114,8365
tripura,2019,4,799004,8090
tripura,2019,4,799155,8025
tripura,2019,4,799007,7836
tripura,2019,4,799205,6624
tripura,2020,1,799001,21861
tripura,2020,1,799003,18173
tripura,2020,1,799006,10847
tripura,2020,1,799002,9526
tripura,2020,1,799102,9306
tripura,2020,1,799114,9131
tripura,2020,1,799004,8844
tripura,2020,1,799155,8712
tripura,2020,1,799007,8417
tripura,2020,1,799205,7325
tripura,2020,2,799001,23830
tripura,2020,2,799003,19686
tripura,2020,2,799006,11961
tripura,2020,2,799102,10583
tripura,2020,2,799002,10419
tripura,2020,2,799114,10138
tripura,2020,2,799004,9850
tripura,2020,2,799155,9468
tripura,2020,2,799007,9103
tripura,2020,2,799205,8237
tripura,2020,3,799001,26184
tripura,2020,3,799003,21525
tripura,2020,3,799006,13199
tripura,2020,3,799102,11961
tripura,2020,3,799002,11419
tripura,2020,3,799114,11221
tripura,2020,3,799004,10988
tripura,2020,3,799155,10417
tripura,2020,3,799007,9861
tripura,2020,3,799205,9264
tripura,2020,4,799001,28351
tripura,2020,4,799003,23114
tripura,2020,4,799006,14333
tripura,2020,4,799102,12945
tripura,2020,4,799002,12369
tripura,2020,4,799114,12123
tripura,2020,4,799004,11861
tripura,2020,4,799155,11111
tripura,2020,4,799007,10586
tripura,2020,4,799205,9999
tripura,2021,1,799001,30415
tripura,2021,1,799003,24761
tripura,2021,1,799006,15407
tripura,2021,1,799102,13875
tripura,2021,1,799002,13259
tripura,2021,1,799114,12991
tripura,2021,1,799004,12718
tripura,2021,1,799155,11835
tripura,2021,1,799007,11404
tripura,2021,1,799205,10728
tripura,2021,2,799001,32443
tripura,2021,2,799003,26398
tripura,2021,2,799006,16480
tripura,2021,2,799102,14961
tripura,2021,2,799002,14184
tripura,2021,2,799114,13953
tripura,2021,2,799004,13618
tripura,2021,2,799155,12688
tripura,2021,2,799007,12171
tripura,2021,2,799205,11526
tripura,2021,3,799001,34754
tripura,2021,3,799003,28328
tripura,2021,3,799006,17676
tripura,2021,3,799102,16110
tripura,2021,3,799002,15161
tripura,2021,3,799114,15042
tripura,2021,3,799004,14630
tripura,2021,3,799155,13681
tripura,2021,3,799007,13030
tripura,2021,3,799205,12462
tripura,2021,4,799001,37053
tripura,2021,4,799003,30202
tripura,2021,4,799006,18860
tripura,2021,4,799102,17294
tripura,2021,4,799002,16156
tripura,2021,4,799114,16098
tripura,2021,4,799004,15668
tripura,2021,4,799155,14625
tripura,2021,4,799007,13875
tripura,2021,4,799205,13336
tripura,2022,1,799001,39256
tripura,2022,1,799003,31986
tripura,2022,1,799006,20017
tripura,2022,1,799102,18503
tripura,2022,1,799002,17110
tripura,2022,1,799114,17110
tripura,2022,1,799004,16672
tripura,2022,1,799155,15580
tripura,2022,1,799007,14684
tripura,2022,1,799205,14236
tripura,2022,2,799001,41385
tripura,2022,2,799003,33780
tripura,2022,2,799006,21113
tripura,2022,2,799102,19586
tripura,2022,2,799114,18129
tripura,2022,2,799002,18019
tripura,2022,2,799004,17628
tripura,2022,2,799155,16480
tripura,2022,2,799007,15483
tripura,2022,2,799205,14996
tripura,2022,3,799001,43603
tripura,2022,3,799003,35586
tripura,2022,3,799006,22254
tripura,2022,3,799102,20683
tripura,2022,3,799114,19108
tripura,2022,3,799002,19010
tripura,2022,3,799004,18606
tripura,2022,3,799155,17384
tripura,2022,3,799007,16301
tripura,2022,3,799205,15835
tripura,2022,4,799001,45881
tripura,2022,4,799003,37391
tripura,2022,4,799006,23420
tripura,2022,4,799102,21582
tripura,2022,4,799114,20070
tripura,2022,4,799002,19938
tripura,2022,4,799004,19534
tripura,2022,4,799155,18162
tripura,2022,4,799007,17130
tripura,2022,4,799205,16550
uttar-pradesh,2018,1,201301,114625
uttar-pradesh,2018,1,201307,56583
uttar-pradesh,2018,1,201009,54783
uttar-pradesh,2018,1,211002,51023
uttar-pradesh,2018,1,201318,49362
uttar-pradesh,2018,1,201308,42420
uttar-pradesh,2018,1,250001,41193
uttar-pradesh,2018,1,201014,38782
uttar-pradesh,2018,1,226010,38589
uttar-pradesh,2018,1,201304,37654
uttar-pradesh,2018,2,201301,151073
uttar-pradesh,2018,2,201307,72411
uttar-pradesh,2018,2,201009,71991
uttar-pradesh,2018,2,211002,68114
uttar-pradesh,2018,2,201318,63900
uttar-pradesh,2018,2,250001,54856
uttar-pradesh,2018,2,201308,53985
uttar-pradesh,2018,2,226010,51161
uttar-pradesh,2018,2,201014,50249
uttar-pradesh,2018,2,201304,49291
